,continent,year,gdpPercap
932,Africa,1992,563.2000145
933,Africa,1997,692.2758103
934,Africa,2002,665.4231186
935,Africa,2007,759.3499101
936,Asia,1952,1831.132894
937,Asia,1957,1810.066992
938,Asia,1962,2036.884944
939,Asia,1967,2277.742396
940,Asia,1972,2849.09478
941,Asia,1977,3827.921571
942,Asia,1982,4920.355951
943,Asia,1987,5249.802653
944,Asia,1992,7277.912802
945,Asia,1997,10132.90964
946,Asia,2002,10206.97794
947,Asia,2007,12451.6558
948,Africa,1952,452.3369807
949,Africa,1957,490.3821867
950,Africa,1962,496.1743428
951,Africa,1967,545.0098873
952,Africa,1972,581.3688761
953,Africa,1977,686.3952693
954,Africa,1982,618.0140641
955,Africa,1987,684.1715576
956,Africa,1992,739.014375
957,Africa,1997,790.2579846
958,Africa,2002,951.4097518
959,Africa,2007,1042.581557
960,Africa,1952,743.1159097
961,Africa,1957,846.1202613
962,Africa,1962,1055.896036
963,Africa,1967,1421.145193
964,Africa,1972,1586.851781
965,Africa,1977,1497.492223
966,Africa,1982,1481.150189
967,Africa,1987,1421.603576
968,Africa,1992,1361.369784
969,Africa,1997,1483.136136
970,Africa,2002,1579.019543
971,Africa,2007,1803.151496
972,Africa,1952,1967.955707
973,Africa,1957,2034.037981
974,Africa,1962,2529.067487
975,Africa,1967,2475.387562
976,Africa,1972,2575.484158
977,Africa,1977,3710.982963
978,Africa,1982,3688.037739
979,Africa,1987,4783.586903
980,Africa,1992,6058.253846
981,Africa,1997,7425.705295
982,Africa,2002,9021.815894
983,Africa,2007,10956.99112
984,Americas,1952,3478.125529
985,Americas,1957,4131.546641
986,Americas,1962,4581.609385
987,Americas,1967,5754.733883
988,Americas,1972,6809.40669
989,Americas,1977,7674.929108
990,Americas,1982,9611.147541
991,Americas,1987,8688.156003
992,Americas,1992,9472.384295
993,Americas,1997,9767.29753
994,Americas,2002,10742.44053
995,Americas,2007,11977.57496
996,Asia,1952,786.5668575
997,Asia,1957,912.6626085
998,Asia,1962,1056.353958
999,Asia,1967,1226.04113
1000,Asia,1972,1421.741975
1001,Asia,1977,1647.511665
1002,Asia,1982,2000.603139
1003,Asia,1987,2338.008304
1004,Asia,1992,1785.402016
1005,Asia,1997,1902.2521
1006,Asia,2002,2140.739323
1007,Asia,2007,3095.772271
1008,Europe,1952,2647.585601
1009,Europe,1957,3682.259903
1010,Europe,1962,4649.593785
1011,Europe,1967,5907.850937
1012,Europe,1972,7778.414017
1013,Europe,1977,9595.929905
1014,Europe,1982,11222.58762
1015,Europe,1987,11732.51017
1016,Europe,1992,7003.339037
1017,Europe,1997,6465.613349
1018,Europe,2002,6557.194282
1019,Europe,2007,9253.896111
1020,Africa,1952,1688.20357
1021,Africa,1957,1642.002314
1022,Africa,1962,1566.353493
1023,Africa,1967,1711.04477
1024,Africa,1972,1930.194975
1025,Africa,1977,2370.619976
1026,Africa,1982,2702.620356
1027,Africa,1987,2755.046991
1028,Africa,1992,2948.047252
1029,Africa,1997,2982.101858
1030,Africa,2002,3258.495584
1031,Africa,2007,3820.17523
1032,Africa,1952,468.5260381
1033,Africa,1957,495.5868333
1034,Africa,1962,556.6863539
1035,Africa,1967,566.6691539
1036,Africa,1972,724.9178037
1037,Africa,1977,502.3197334
1038,Africa,1982,462.2114149
1039,Africa,1987,389.8761846
1040,Africa,1992,410.8968239
1041,Africa,1997,472.3460771
1042,Africa,2002,633.6179466
1043,Africa,2007,823.6856205
1044,Asia,1952,331.0
1045,Asia,1957,350.0
1046,Asia,1962,388.0
1047,Asia,1967,349.0
1048,Asia,1972,357.0
1049,Asia,1977,371.0
1050,Asia,1982,424.0
1051,Asia,1987,385.0
1052,Asia,1992,347.0
1053,Asia,1997,415.0
1054,Asia,2002,611.0
1055,Asia,2007,944.0
1056,Africa,1952,2423.780443
1057,Africa,1957,2621.448058
1058,Africa,1962,3173.215595
1059,Africa,1967,3793.694753
1060,Africa,1972,3746.080948
1061,Africa,1977,3876.485958
1062,Africa,1982,4191.100511
1063,Africa,1987,3693.731337
1064,Africa,1992,3804.537999
1065,Africa,1997,3899.52426
1066,Africa,2002,4072.324751
1067,Africa,2007,4811.060429
1068,Asia,1952,545.8657229
1069,Asia,1957,597.9363558
1070,Asia,1962,652.3968593
1071,Asia,1967,676.4422254
1072,Asia,1972,674.7881296
1073,Asia,1977,694.1124398
1074,Asia,1982,718.3730947
1075,Asia,1987,775.6324501
1076,Asia,1992,897.7403604
1077,Asia,1997,1010.892138
1078,Asia,2002,1057.206311
1079,Asia,2007,1091.359778
1080,Europe,1952,8941.571858
1081,Europe,1957,11276.19344
1082,Europe,1962,12790.84956
1083,Europe,1967,15363.25136
1084,Europe,1972,18794.74567
1085,Europe,1977,21209.0592
1086,Europe,1982,21399.46046
1087,Europe,1987,23651.32361
1088,Europe,1992,26790.94961
1089,Europe,1997,30246.13063
1090,Europe,2002,33724.75778
1091,Europe,2007,36797.93332
1092,Oceania,1952,10556.57566
1093,Oceania,1957,12247.39532
1094,Oceania,1962,13175.678
1095,Oceania,1967,14463.91893
1096,Oceania,1972,16046.03728
1097,Oceania,1977,16233.7177
1098,Oceania,1982,17632.4104
1099,Oceania,1987,19007.19129
1100,Oceania,1992,18363.32494
1101,Oceania,1997,21050.41377
1102,Oceania,2002,23189.80135
1103,Oceania,2007,25185.00911
1104,Americas,1952,3112.363948
1105,Americas,1957,3457.415947
1106,Americas,1962,3634.364406
1107,Americas,1967,4643.393534
1108,Americas,1972,4688.593267
1109,Americas,1977,5486.371089
1110,Americas,1982,3470.338156
1111,Americas,1987,2955.984375
1112,Americas,1992,2170.151724
1113,Americas,1997,2253.023004
1114,Americas,2002,2474.548819
1115,Americas,2007,2749.320965
1116,Africa,1952,761.879376
1117,Africa,1957,835.5234025
1118,Africa,1962,997.7661127
1119,Africa,1967,1054.384891
1120,Africa,1972,954.2092363
1121,Africa,1977,808.8970728
1122,Africa,1982,909.7221354
1123,Africa,1987,668.3000228
1124,Africa,1992,581.182725
1125,Africa,1997,580.3052092
1126,Africa,2002,601.0745012
1127,Africa,2007,619.6768924
1128,Africa,1952,1077.281856
1129,Africa,1957,1100.592563
1130,Africa,1962,1150.927478
1131,Africa,1967,1014.514104
1132,Africa,1972,1698.388838
1133,Africa,1977,1981.951806
1134,Africa,1982,1576.97375
1135,Africa,1987,1385.029563
1136,Africa,1992,1619.848217
1137,Africa,1997,1624.941275
1138,Africa,2002,1615.286395
1139,Africa,2007,2013.977305
1140,Europe,1952,10095.42172
1141,Europe,1957,11653.97304
1142,Europe,1962,13450.40151
1143,Europe,1967,16361.87647
1144,Europe,1972,18965.05551
1145,Europe,1977,23311.34939
1146,Europe,1982,26298.63531
1147,Europe,1987,31540.9748
1148,Europe,1992,33965.66115
1149,Europe,1997,41283.16433
1150,Europe,2002,44683.97525
1151,Europe,2007,49357.19017
1152,Asia,1952,1828.230307
1153,Asia,1957,2242.746551
1154,Asia,1962,2924.638113
1155,Asia,1967,4720.942687
1156,Asia,1972,10618.03855
1157,Asia,1977,11848.34392
1158,Asia,1982,12954.79101
1159,Asia,1987,18115.22313
1160,Asia,1992,18616.70691
1161,Asia,1997,19702.05581
1162,Asia,2002,19774.83687
1163,Asia,2007,22316.19287
1164,Asia,1952,684.5971438
1165,Asia,1957,747.0835292
1166,Asia,1962,803.3427418
1167,Asia,1967,942.4082588
1168,Asia,1972,1049.938981
1169,Asia,1977,1175.921193
1170,Asia,1982,1443.429832
1171,Asia,1987,1704.686583
1172,Asia,1992,1971.829464
1173,Asia,1997,2049.350521
1174,Asia,2002,2092.712441
1175,Asia,2007,2605.94758
1176,Americas,1952,2480.380334
1177,Americas,1957,2961.800905
1178,Americas,1962,3536.540301
1179,Americas,1967,4421.009084
1180,Americas,1972,5364.249663
1181,Americas,1977,5351.912144
1182,Americas,1982,7009.601598
1183,Americas,1987,7034.779161
1184,Americas,1992,6618.74305
1185,Americas,1997,7113.692252
1186,Americas,2002,7356.031934
1187,Americas,2007,9809.185636
1188,Americas,1952,1952.308701
1189,Americas,1957,2046.154706
1190,Americas,1962,2148.027146
1191,Americas,1967,2299.376311
1192,Americas,1972,2523.337977
1193,Americas,1977,3248.373311
1194,Americas,1982,4258.503604
1195,Americas,1987,3998.875695
1196,Americas,1992,4196.411078
1197,Americas,1997,4247.400261
1198,Americas,2002,3783.674243
1199,Americas,2007,4172.838464
1200,Americas,1952,3758.523437
1201,Americas,1957,4245.256698
1202,Americas,1962,4957.037982
1203,Americas,1967,5788.09333
1204,Americas,1972,5937.827283
1205,Americas,1977,6281.290855
1206,Americas,1982,6434.501797
1207,Americas,1987,6360.943444
1208,Americas,1992,4446.380924
1209,Americas,1997,5838.347657
1210,Americas,2002,5909.020073
1211,Americas,2007,7408.905561
1212,Asia,1952,1272.880995
1213,Asia,1957,1547.944844
1214,Asia,1962,1649.552153
1215,Asia,1967,1814.12743
1216,Asia,1972,1989.37407
1217,Asia,1977,2373.204287
1218,Asia,1982,2603.273765
1219,Asia,1987,2189.634995
1220,Asia,1992,2279.324017
1221,Asia,1997,2536.534925
1222,Asia,2002,2650.921068
1223,Asia,2007,3190.481016
1224,Europe,1952,4029.329699
1225,Europe,1957,4734.253019
1226,Europe,1962,5338.752143
1227,Europe,1967,6557.152776
1228,Europe,1972,8006.506993
1229,Europe,1977,9508.141454
1230,Europe,1982,8451.531004
1231,Europe,1987,9082.351172
1232,Europe,1992,7738.881247
1233,Europe,1997,10159.58368
1234,Europe,2002,12002.23908
1235,Europe,2007,15389.92468
1236,Europe,1952,3068.319867
1237,Europe,1957,3774.571743
1238,Europe,1962,4727.954889
1239,Europe,1967,6361.517993
1240,Europe,1972,9022.247417
1241,Europe,1977,10172.48572
1242,Europe,1982,11753.84291
1243,Europe,1987,13039.30876
1244,Europe,1992,16207.26663
1245,Europe,1997,17641.03156
1246,Europe,2002,19970.90787
1247,Europe,2007,20509.64777
1248,Americas,1952,3081.959785
1249,Americas,1957,3907.156189
1250,Americas,1962,5108.34463
1251,Americas,1967,6929.277714
1252,Americas,1972,9123.041742
1253,Americas,1977,9770.524921
1254,Americas,1982,10330.98915
1255,Americas,1987,12281.34191
1256,Americas,1992,14641.58711
1257,Americas,1997,16999.4333
1258,Americas,2002,18855.60618
1259,Americas,2007,19328.70901
1260,Africa,1952,2718.885295
1261,Africa,1957,2769.451844
1262,Africa,1962,3173.72334
1263,Africa,1967,4021.175739
1264,Africa,1972,5047.658563
1265,Africa,1977,4319.804067
1266,Africa,1982,5267.219353
1267,Africa,1987,5303.377488
1268,Africa,1992,6101.255823
1269,Africa,1997,6071.941411
1270,Africa,2002,6316.1652
1271,Africa,2007,7670.122558
1272,Europe,1952,3144.613186
1273,Europe,1957,3943.370225
1274,Europe,1962,4734.997586
1275,Europe,1967,6470.866545
1276,Europe,1972,8011.414402
1277,Europe,1977,9356.39724
1278,Europe,1982,9605.314053
1279,Europe,1987,9696.273295
1280,Europe,1992,6598.409903
1281,Europe,1997,7346.547557
1282,Europe,2002,7885.360081
1283,Europe,2007,10808.47561
1284,Africa,1952,493.3238752
1285,Africa,1957,540.2893983
1286,Africa,1962,597.4730727
1287,Africa,1967,510.9637142
1288,Africa,1972,590.5806638
1289,Africa,1977,670.0806011
1290,Africa,1982,881.5706467
1291,Africa,1987,847.991217
1292,Africa,1992,737.0685949
1293,Africa,1997,589.9445051
1294,Africa,2002,785.6537648
1295,Africa,2007,863.0884639
1296,Africa,1952,879.5835855
1297,Africa,1957,860.7369026
1298,Africa,1962,1071.551119
1299,Africa,1967,1384.840593
1300,Africa,1972,1532.985254
1301,Africa,1977,1737.561657
1302,Africa,1982,1890.218117
1303,Africa,1987,1516.525457
1304,Africa,1992,1428.777814
1305,Africa,1997,1339.076036
1306,Africa,2002,1353.09239
1307,Africa,2007,1598.435089
1308,Asia,1952,6459.554823
1309,Asia,1957,8157.591248
1310,Asia,1962,11626.41975
1311,Asia,1967,16903.04886
1312,Asia,1972,24837.42865
1313,Asia,1977,34167.7626
1314,Asia,1982,33693.17525
1315,Asia,1987,21198.26136
1316,Asia,1992,24841.61777
1317,Asia,1997,20586.69019
1318,Asia,2002,19014.54118
1319,Asia,2007,21654.83194
1320,Africa,1952,1450.356983
1321,Africa,1957,1567.653006
1322,Africa,1962,1654.988723
1323,Africa,1967,1612.404632
1324,Africa,1972,1597.712056
1325,Africa,1977,1561.769116
1326,Africa,1982,1518.479984
1327,Africa,1987,1441.72072
1328,Africa,1992,1367.899369
1329,Africa,1997,1392.368347
1330,Africa,2002,1519.635262
1331,Africa,2007,1712.472136
1332,Europe,1952,3581.459448
1333,Europe,1957,4981.090891
1334,Europe,1962,6289.629157
1335,Europe,1967,7991.707066
1336,Europe,1972,10522.06749
1337,Europe,1977,12980.66956
1338,Europe,1982,15181.0927
1339,Europe,1987,15870.87851
1340,Europe,1992,9325.068238
1341,Europe,1997,7914.320304
1342,Europe,2002,7236.075251
1343,Europe,2007,9786.534714
1344,Africa,1952,879.7877358
1345,Africa,1957,1004.484437
1346,Africa,1962,1116.639877
1347,Africa,1967,1206.043465
1348,Africa,1972,1353.759762
1349,Africa,1977,1348.285159
1350,Africa,1982,1465.010784
1351,Africa,1987,1294.447788
1352,Africa,1992,1068.696278
1353,Africa,1997,574.6481576
1354,Africa,2002,699.489713
1355,Africa,2007,862.5407561
1356,Asia,1952,2315.138227
1357,Asia,1957,2843.104409
1358,Asia,1962,3674.735572
1359,Asia,1967,4977.41854
1360,Asia,1972,8597.756202
1361,Asia,1977,11210.08948
1362,Asia,1982,15169.16112
1363,Asia,1987,18861.53081
1364,Asia,1992,24769.8912
1365,Asia,1997,33519.4766
1366,Asia,2002,36023.1054
1367,Asia,2007,47143.17964
1368,Europe,1952,5074.659104
1369,Europe,1957,6093.26298
1370,Europe,1962,7481.107598
1371,Europe,1967,8412.902397
1372,Europe,1972,9674.167626
1373,Europe,1977,10922.66404
1374,Europe,1982,11348.54585
1375,Europe,1987,12037.26758
1376,Europe,1992,9498.467723
1377,Europe,1997,12126.23065
1378,Europe,2002,13638.77837
1379,Europe,2007,18678.31435
1380,Europe,1952,4215.041741
1381,Europe,1957,5862.276629
1382,Europe,1962,7402.303395
1383,Europe,1967,9405.489397
1384,Europe,1972,12383.4862
1385,Europe,1977,15277.03017
1386,Europe,1982,17866.72175
1387,Europe,1987,18678.53492
1388,Europe,1992,14214.71681
1389,Europe,1997,17161.10735
1390,Europe,2002,20660.01936
1391,Europe,2007,25768.25759
1392,Africa,1952,1135.749842
1393,Africa,1957,1258.147413
1394,Africa,1962,1369.488336
1395,Africa,1967,1284.73318
1396,Africa,1972,1254.576127
1397,Africa,1977,1450.992513
1398,Africa,1982,1176.807031
1399,Africa,1987,1093.244963
1400,Africa,1992,926.9602964
1401,Africa,1997,930.5964284
1402,Africa,2002,882.0818218
1403,Africa,2007,926.1410683
1404,Africa,1952,4725.295531
1405,Africa,1957,5487.104219
1406,Africa,1962,5768.729717
1407,Africa,1967,7114.477971
1408,Africa,1972,7765.962636
1409,Africa,1977,8028.651439
1410,Africa,1982,8568.266228
1411,Africa,1987,7825.823398
1412,Africa,1992,7225.069258
1413,Africa,1997,7479.188244
1414,Africa,2002,7710.946444
1415,Africa,2007,9269.657808
1416,Europe,1952,3834.034742
1417,Europe,1957,4564.80241
1418,Europe,1962,5693.843879
1419,Europe,1967,7993.512294
1420,Europe,1972,10638.75131
1421,Europe,1977,13236.92117
1422,Europe,1982,13926.16997
1423,Europe,1987,15764.98313
1424,Europe,1992,18603.06452
1425,Europe,1997,20445.29896
1426,Europe,2002,24835.47166
1427,Europe,2007,28821.0637
1428,Asia,1952,1083.53203
1429,Asia,1957,1072.546602
1430,Asia,1962,1074.47196
1431,Asia,1967,1135.514326
1432,Asia,1972,1213.39553
1433,Asia,1977,1348.775651
1434,Asia,1982,1648.079789
1435,Asia,1987,1876.766827
1436,Asia,1992,2153.739222
1437,Asia,1997,2664.477257
1438,Asia,2002,3015.378833
1439,Asia,2007,3970.095407
1440,Africa,1952,1615.991129
1441,Africa,1957,1770.337074
1442,Africa,1962,1959.593767
1443,Africa,1967,1687.997641
1444,Africa,1972,1659.652775
1445,Africa,1977,2202.988423
1446,Africa,1982,1895.544073
1447,Africa,1987,1507.819159
1448,Africa,1992,1492.197043
1449,Africa,1997,1632.210764
1450,Africa,2002,1993.398314
1451,Africa,2007,2602.394995
1452,Africa,1952,1148.376626
1453,Africa,1957,1244.708364
1454,Africa,1962,1856.182125
1455,Africa,1967,2613.101665
1456,Africa,1972,3364.836625
1457,Africa,1977,3781.410618
1458,Africa,1982,3895.384018
1459,Africa,1987,3984.839812
1460,Africa,1992,3553.0224
1461,Africa,1997,3876.76846
1462,Africa,2002,4128.116943
1463,Africa,2007,4513.480643
1464,Europe,1952,8527.844662
1465,Europe,1957,9911.878226
1466,Europe,1962,12329.44192
1467,Europe,1967,15258.29697
1468,Europe,1972,17832.02464
1469,Europe,1977,18855.72521
1470,Europe,1982,20667.38125
1471,Europe,1987,23586.92927
1472,Europe,1992,23880.01683
1473,Europe,1997,25266.59499
1474,Europe,2002,29341.63093
1475,Europe,2007,33859.74835
1476,Europe,1952,14734.23275
1477,Europe,1957,17909.48973
1478,Europe,1962,20431.0927
1479,Europe,1967,22966.14432
1480,Europe,1972,27195.11304
1481,Europe,1977,26982.29052
1482,Europe,1982,28397.71512
1483,Europe,1987,30281.70459
1484,Europe,1992,31871.5303
1485,Europe,1997,32135.32301
1486,Europe,2002,34480.95771
1487,Europe,2007,37506.41907
1488,Asia,1952,1643.485354
1489,Asia,1957,2117.234893
1490,Asia,1962,2193.037133
1491,Asia,1967,1881.923632
1492,Asia,1972,2571.423014
1493,Asia,1977,3195.484582
1494,Asia,1982,3761.837715
1495,Asia,1987,3116.774285
1496,Asia,1992,3340.542768
1497,Asia,1997,4014.238972
1498,Asia,2002,4090.925331
1499,Asia,2007,4184.548089
1500,Asia,1952,1206.947913
1501,Asia,1957,1507.86129
1502,Asia,1962,1822.879028
1503,Asia,1967,2643.858681
1504,Asia,1972,4062.523897
1505,Asia,1977,5596.519826
1506,Asia,1982,7426.354774
1507,Asia,1987,11054.56175
1508,Asia,1992,15215.6579
1509,Asia,1997,20206.82098
1510,Asia,2002,23235.42329
1511,Asia,2007,28718.27684
1512,Africa,1952,716.6500721
1513,Africa,1957,698.5356073
1514,Africa,1962,722.0038073
1515,Africa,1967,848.2186575
1516,Africa,1972,915.9850592
1517,Africa,1977,962.4922932
1518,Africa,1982,874.2426069
1519,Africa,1987,831.8220794
1520,Africa,1992,825.682454
1521,Africa,1997,789.1862231
1522,Africa,2002,899.0742111
1523,Africa,2007,1107.482182
1524,Asia,1952,757.7974177
1525,Asia,1957,793.5774148
1526,Asia,1962,1002.199172
1527,Asia,1967,1295.46066
1528,Asia,1972,1524.358936
1529,Asia,1977,1961.224635
1530,Asia,1982,2393.219781
1531,Asia,1987,2982.653773
1532,Asia,1992,4616.896545
1533,Asia,1997,5852.625497
1534,Asia,2002,5913.187529
1535,Asia,2007,7458.396327
1536,Africa,1952,859.8086567
1537,Africa,1957,925.9083202
1538,Africa,1962,1067.53481
1539,Africa,1967,1477.59676
1540,Africa,1972,1649.660188
1541,Africa,1977,1532.776998
1542,Africa,1982,1344.577953
1543,Africa,1987,1202.201361
1544,Africa,1992,1034.298904
1545,Africa,1997,982.2869243
1546,Africa,2002,886.2205765
1547,Africa,2007,882.9699438
1548,Americas,1952,3023.271928
1549,Americas,1957,4100.3934
1550,Americas,1962,4997.523971
1551,Americas,1967,5621.368472
1552,Americas,1972,6619.551419
1553,Americas,1977,7899.554209
1554,Americas,1982,9119.528607
1555,Americas,1987,7388.597823
1556,Americas,1992,7370.990932
1557,Americas,1997,8792.573126
1558,Americas,2002,11460.60023
1559,Americas,2007,18008.50924
1560,Africa,1952,1468.475631
1561,Africa,1957,1395.232468
1562,Africa,1962,1660.30321
1563,Africa,1967,1932.360167
1564,Africa,1972,2753.285994
1565,Africa,1977,3120.876811
1566,Africa,1982,3560.233174
1567,Africa,1987,3810.419296
1568,Africa,1992,4332.720164
1569,Africa,1997,4876.798614
1570,Africa,2002,5722.895655
1571,Africa,2007,7092.923025
1572,Europe,1952,1969.10098
1573,Europe,1957,2218.754257
1574,Europe,1962,2322.869908
1575,Europe,1967,2826.356387
1576,Europe,1972,3450.69638
1577,Europe,1977,4269.122326
1578,Europe,1982,4241.356344
1579,Europe,1987,5089.043686
1580,Europe,1992,5678.348271
1581,Europe,1997,6601.429915
1582,Europe,2002,6508.085718
1583,Europe,2007,8458.276384
1584,Africa,1952,734.753484
1585,Africa,1957,774.3710692
1586,Africa,1962,767.2717398
1587,Africa,1967,908.9185217
1588,Africa,1972,950.735869
1589,Africa,1977,843.7331372
1590,Africa,1982,682.2662268
1591,Africa,1987,617.7244065
1592,Africa,1992,644.1707969
1593,Africa,1997,816.559081
1594,Africa,2002,927.7210018
1595,Africa,2007,1056.380121
1596,Europe,1952,9979.508487
1597,Europe,1957,11283.17795
1598,Europe,1962,12477.17707
1599,Europe,1967,14142.85089
1600,Europe,1972,15895.11641
1601,Europe,1977,17428.74846
1602,Europe,1982,18232.42452
1603,Europe,1987,21664.78767
1604,Europe,1992,22705.09254
1605,Europe,1997,26074.53136
1606,Europe,2002,29478.99919
1607,Europe,2007,33203.26128
1608,Americas,1952,13990.48208
1609,Americas,1957,14847.12712
1610,Americas,1962,16173.14586
1611,Americas,1967,19530.36557
1612,Americas,1972,21806.03594
1613,Americas,1977,24072.63213
1614,Americas,1982,25009.55914
1615,Americas,1987,29884.35041
1616,Americas,1992,32003.93224
1617,Americas,1997,35767.43303
1618,Americas,2002,39097.09955
1619,Americas,2007,42951.65309
1620,Americas,1952,5716.766744
1621,Americas,1957,6150.772969
1622,Americas,1962,5603.357717
1623,Americas,1967,5444.61962
1624,Americas,1972,5703.408898
1625,Americas,1977,6504.339663
1626,Americas,1982,6920.223051
1627,Americas,1987,7452.398969
1628,Americas,1992,8137.004775
1629,Americas,1997,9230.240708
1630,Americas,2002,7727.002004
1631,Americas,2007,10611.46299
1632,Americas,1952,7689.799761
1633,Americas,1957,9802.466526
1634,Americas,1962,8422.974165
1635,Americas,1967,9541.474188
1636,Americas,1972,10505.25966
1637,Americas,1977,13143.95095
1638,Americas,1982,11152.41011
1639,Americas,1987,9883.584648
1640,Americas,1992,10733.92631
1641,Americas,1997,10165.49518
1642,Americas,2002,8605.047831
1643,Americas,2007,11415.80569
1644,Asia,1952,605.0664917
1645,Asia,1957,676.2854478
1646,Asia,1962,772.0491602
1647,Asia,1967,637.1232887
1648,Asia,1972,699.5016441
1649,Asia,1977,713.5371196
1650,Asia,1982,707.2357863
1651,Asia,1987,820.7994449
1652,Asia,1992,989.0231487
1653,Asia,1997,1385.896769
1654,Asia,2002,1764.456677
1655,Asia,2007,2441.576404
1656,Asia,1952,1515.592329
1657,Asia,1957,1827.067742
1658,Asia,1962,2198.956312
1659,Asia,1967,2649.715007
1660,Asia,1972,3133.409277
1661,Asia,1977,3682.831494
1662,Asia,1982,4336.032082
1663,Asia,1987,5107.197384
1664,Asia,1992,6017.654756
1665,Asia,1997,7110.667619
1666,Asia,2002,4515.487575
1667,Asia,2007,3025.349798
1668,Asia,1952,781.7175761
1669,Asia,1957,804.8304547
1670,Asia,1962,825.6232006
1671,Asia,1967,862.4421463
1672,Asia,1972,1265.047031
1673,Asia,1977,1829.765177
1674,Asia,1982,1977.55701
1675,Asia,1987,1971.741538
1676,Asia,1992,1879.496673
1677,Asia,1997,2117.484526
1678,Asia,2002,2234.820827
1679,Asia,2007,2280.769906
1680,Africa,1952,1147.388831
1681,Africa,1957,1311.956766
1682,Africa,1962,1452.725766
1683,Africa,1967,1777.077318
1684,Africa,1972,1773.498265
1685,Africa,1977,1588.688299
1686,Africa,1982,1408.678565
1687,Africa,1987,1213.315116
1688,Africa,1992,1210.884633
1689,Africa,1997,1071.353818
1690,Africa,2002,1071.613938
1691,Africa,2007,1271.211593
1692,Africa,1952,406.8841148
1693,Africa,1957,518.7642681
1694,Africa,1962,527.2721818
1695,Africa,1967,569.7950712
1696,Africa,1972,799.3621758
1697,Africa,1977,685.5876821
1698,Africa,1982,788.8550411
1699,Africa,1987,706.1573059
1700,Africa,1992,693.4207856
1701,Africa,1997,792.4499603
1702,Africa,2002,672.0386227
1703,Africa,2007,469.7092981
